Longitude,Latitude,Elevation,Area,Farmland,Forest,Grassland,Shrubland,Wetland,Impervious,Bareland,Snow and ice,Clay,Sand,Silt,MAP,MAT,Radiation_intensity,DOC,RA_ligDOM,DA_ligDOM,DA_DOM,AImod,DBEC,NOSC,G
122.190347,40.753858,0,2.295168403,0.812110701,0.004335971,0.006912538,0,0.008230007,0.159772195,0.008638588,0,0,0,0,621,9.27083302,166,3.202,0.330128489,0.996642337,0.999202343,0.121463013,0.536681024,0.037894084,59.22001861
104.445,33.074,1143,1385.237232,0.238905448,0.32362974,0.363280344,0.026958106,0.000140752,0.046257659,0.000827952,0,21,29,50,622,12.875,163.3333333,0.7,0.430334679,0.99671622,0.998855376,0.161247974,0.516650969,-0.172730081,65.2228073
122.352474,40.998243,0,46814.49403,0.89028915,0.002246993,0.006237206,0,0.012994179,0.084202277,0.004030194,0,23,38,39,623,9.07916641,164,2.48,0.332030173,0.996542835,0.999200716,0.121387706,0.535908676,0.04291845,59.07682417
122.321,40.964,3,46883.78521,0.897234357,0.003402244,0.009646459,0,0.021826331,0.058325349,0.00956526,0,52,19,29,623,9.11250019,164,2.67,0.327126177,0.996720858,0.99924167,0.12055039,0.537892389,0.046644078,58.97064379
122.30763,40.893618,0,47414.30722,0.880654752,0.004707631,0.007776783,0,0.021156367,0.072836408,0.012868058,0,23,38,39,626,9.16666698,166.4166667,2.4785,0.331113058,0.996629109,0.999214654,0.121698815,0.537790421,0.049255446,58.89621979
103.337,33.868,2481,281.0464805,0.01362734,0.770222466,0.210741742,0.002990172,0.000171567,0.002132336,0.000114378,0,22,41,37,629,5.125,181.3333333,2.1,0.43959443,0.996754245,0.998683346,0.168492452,0.521583191,-0.175983689,65.31553514
122.423,41.014,1,46420.41424,0.882120015,0.000920503,0.009530385,0,0.008863813,0.093589805,0.00497548,0,23,38,39,630,9.04166698,165.6666667,2.559,0.321125375,0.996623823,0.999229639,0.118711431,0.538871813,0.047977553,58.93263973
122.255888,40.690869,2,49199.05505,0.312277145,8.73943E-05,0.002342166,0,0.005304831,0.672262812,0.007725652,0,0,0,0,633,9.63749981,166.5833333,2.8095,0.320708846,0.996460746,0.999199598,0.117625769,0.535502671,0.033074928,59.35736456
104.613,32.999,1064,439.3947174,0.200560847,0.346472306,0.393837321,0.03950818,0.000141041,0.019015697,0.000464607,0,21,36,43,638,13.47916698,163.0833333,1.1,0.371026821,0.996992495,0.999080377,0.14291584,0.522551213,-0.180456318,65.44300506
102.741,34.089,3183,114.4467321,0.024495783,0.078026321,0.879892434,0.015230412,4.88938E-05,0.001271238,0.001034918,0,20,35,45,643,2.88750005,196.25,3,0.427468824,0.997428278,0.99900792,0.175031948,0.540146156,-0.156875576,64.77095391
-117.3915976,48.16874998,883,14.2605175,0.006674141,0.799122865,0.188498318,0.005454066,0,0.000164875,8.5735E-05,0,11,46,43,644,6.17916679,151.75,1.42,0.526543289,0.997263231,0.998791124,0.191822111,0.536906987,0.063164594,58.49980907
-117.3915976,48.16874998,883,14.2605175,0.006674141,0.799122865,0.188498318,0.005454066,0,0.000164875,8.5735E-05,0,11,46,43,644,6.17916679,151.75,1.51,0.516029788,0.997103774,0.998659064,0.187123841,0.535530923,0.05909884,58.61568305
-117.3915976,48.16874998,883,14.2605175,0.006674141,0.799122865,0.188498318,0.005454066,0,0.000164875,8.5735E-05,0,11,46,43,644,6.17916679,151.75,1.55,0.521031995,0.997476968,0.998872766,0.191648226,0.539048281,0.063059674,58.50279928
103.681,33.542,2531,1067.010077,0.011617032,0.723882189,0.218188531,0.036245795,0.008130281,0.001091148,0.000648125,0.000196899,19,47,34,646,5.13333321,176,1.1,0.446913424,0.997084776,0.99880959,0.178150215,0.534781606,-0.145413346,64.44428036
102.612,34.126,3366,26.90676418,0.01725823,0.020638204,0.931700086,0.024531283,0.000480526,0.003933801,0.001457868,0,20,35,45,655,1.7166667,200.0833333,3.9,0.439144066,0.997575458,0.999004669,0.18390722,0.546836695,-0.148609039,64.53535761
102.63,34.09,3333,60.96612764,0.015857753,0.069094495,0.863880831,0.043686235,0.002232798,0.003821833,0.001426057,0,20,46,34,657,1.77083337,200.0833333,0.4,0.385258805,0.997106706,0.999137444,0.146864304,0.515039535,-0.218407035,66.5246005
103.229,33.588,2981,410.1797702,0.032602014,0.669709958,0.289517035,0.006958047,3.27823E-05,0.000844145,0.000336019,0,21,36,43,661,3.51666665,193.8333333,1.1,0.455585469,0.99668114,0.998691535,0.17361455,0.521180632,-0.168225929,65.09443898
105.1,32.876,745,666.8715843,0.035827345,0.784633938,0.171230926,0.004229268,0.000376865,0.003601159,0.000100497,0,24,47,29,686,13.13333321,145.9166667,1.6,0.381349215,0.996400223,0.998912607,0.144304655,0.517362786,-0.187948138,65.65652192
-2.30542,52.80033,97,15.36236638,0.31938905,0.119001642,0.551057853,0,0.000120313,0.010334891,9.62504E-05,0,19,37,44,727,8.99166679,108.8333333,10.83,0.495863472,0.99703492,0.998789862,0.189731568,0.554891201,0.123004108,56.79438293
-2.30542,52.80033,97,15.36236638,0.31938905,0.119001642,0.551057853,0,0.000120313,0.010334891,9.62504E-05,0,19,37,44,727,8.99166679,108.8333333,8.47,0.495301863,0.997298917,0.998833682,0.19317818,0.562025553,0.149721356,56.03294136
-2.30542,52.80033,97,15.36236638,0.31938905,0.119001642,0.551057853,0,0.000120313,0.010334891,9.62504E-05,0,19,37,44,727,8.99166679,108.8333333,11.09,0.484458508,0.99695677,0.998779943,0.185079539,0.555371357,0.12858548,56.63531382
-3.929,42.89,819,47.63071974,0.012120599,0.601305962,0.384912093,0.001184612,0,0.000476734,0,0,23,41,36,754,10.66666698,167.4166667,2.2285,0.435150743,0.997426465,0.998838396,0.181553837,0.553505577,-0.083606516,62.6827857
7.806111,45.246667,212,1698.395153,0.505133798,0.195487259,0.202198016,0,0.000291772,0.088948787,0.007940367,0,9,77,14,778,11.96249962,161.3333333,0.89,0.296669864,0.995992009,0.994240284,0.106519591,0.529949816,0.018875134,59.76205869
7.806111,45.246667,212,1698.395153,0.505133798,0.195487259,0.202198016,0,0.000291772,0.088948787,0.007940367,0,9,77,14,778,11.96249962,161.3333333,0.88,0.290208012,0.995898534,0.993026268,0.104329375,0.529893367,0.014667889,59.88196515
-4.511,43.074,715,46.61086634,0.01540589,0.711753563,0.26649525,0.004472678,3.60119E-05,0.00178619,5.04167E-05,0,23,41,36,779,10.57083321,160.3333333,0.6805,0.473770352,0.997210738,0.998894958,0.187780263,0.537748074,-0.108597555,63.39503032
-5.045,43.134,613,75.24323893,0.010345274,0.623776133,0.358700973,0.001706214,0.000158383,0.003102862,0.00221016,0,20,49,31,783,11.09583378,154.1666667,0.4495,0.497798382,0.997550608,0.998958313,0.198909836,0.541754244,-0.087956298,62.80675449
-4.433,43.105,984,54.47610426,0.00446332,0.565500483,0.42642372,0.000461474,0.000685001,0.001333949,0.001132054,0,23,41,36,822,9.94999981,155.8333333,2.727,0.369008103,0.997688214,0.998883349,0.161740986,0.566396686,-0.085834925,62.74629535
-89.472,43.145,260,14.02399928,0.495724838,0.128303351,0.296675233,0,0.000598038,0.0746335,0.004065041,0,21,47,32,823,7.5250001,156.0833333,1.84,0.412637205,0.994775694,0.998471642,0.143793484,0.521959357,0.001743052,60.25032303
-89.472,43.145,260,14.02399928,0.495724838,0.128303351,0.296675233,0,0.000598038,0.0746335,0.004065041,0,21,47,32,823,7.5250001,156.0833333,1.76,0.403737643,0.994613267,0.998457336,0.140672877,0.521397462,-0.003533227,60.40069696
-89.472,43.145,260,14.02399928,0.495724838,0.128303351,0.296675233,0,0.000598038,0.0746335,0.004065041,0,21,47,32,823,7.5250001,156.0833333,1.57,0.344035621,0.994717097,0.998582289,0.119566201,0.501780899,-0.161133331,64.89229993
-89.6407,43.1096,266,47.27614327,0.284641328,0.432067827,0.265481805,0,0.000173324,0.016682434,0.000953282,0,21,47,32,824,7.36250019,157.4166667,2.59,0.410635928,0.996852177,0.998962267,0.159034779,0.55914294,0.132760372,56.51632939
-89.6407,43.1096,266,47.27614327,0.284641328,0.432067827,0.265481805,0,0.000173324,0.016682434,0.000953282,0,21,47,32,824,7.36250019,157.4166667,2.35,0.407142422,0.99740175,0.999039808,0.161938463,0.56885109,0.167762596,55.51876602
-89.6407,43.1096,266,47.27614327,0.284641328,0.432067827,0.265481805,0,0.000173324,0.016682434,0.000953282,0,21,47,32,824,7.36250019,157.4166667,3,0.392578709,0.99721286,0.999053306,0.152725548,0.556216537,0.0995212,57.4636458
-4.827,43.262,526,504.4763024,0.107706572,0.392415617,0.430948479,0.006382612,0.005088839,0.008812029,0.044304525,0.004341326,24,42,34,826,11.66666698,137.75,0.9355,0.345329208,0.996906976,0.998802161,0.144900734,0.543655412,-0.185144585,65.57662068
-4.885,42.993,1261,330.6624712,0.013124306,0.340575739,0.579452529,0.036026941,0.000944662,0.022260842,0.007614982,0,23,41,36,830,8.58749962,174.8333333,0.496,0.408177239,0.997665918,0.999020578,0.177996225,0.562382727,-0.106948982,63.348046
-4.72,43.162,722,17.79285773,0.061556848,0.329354337,0.480409803,0.002181488,0.003283032,0.009431517,0.077468034,0.036314941,19,37,44,833,10.3125,146.0833333,0.3695,0.486818727,0.997843031,0.999131969,0.202856863,0.555730478,-0.056381794,61.90688112
-97.68006,30.24614,135,139208.2835,0.016650654,0.216255763,0.379007307,0.00501547,0.005623672,0.363608317,0.013838817,0,56,20,24,834,20.24583244,187.6666667,1.9,0.377959171,0.996624488,0.998833153,0.136086526,0.53165687,0.029684976,59.45397819
-97.68006,30.24614,135,139208.2835,0.016650654,0.216255763,0.379007307,0.00501547,0.005623672,0.363608317,0.013838817,0,56,20,24,834,20.24583244,187.6666667,2.18,0.379303036,0.996902059,0.998906234,0.137469981,0.531966233,0.021513088,59.68687701
-97.68006,30.24614,135,139208.2835,0.016650654,0.216255763,0.379007307,0.00501547,0.005623672,0.363608317,0.013838817,0,56,20,24,834,20.24583244,187.6666667,2.15,0.372134188,0.996961234,0.998930975,0.135335119,0.533847359,0.031512525,59.40189305
-4.557,43.236,450,24.07999909,0.021902005,0.427265087,0.523011831,0.004855938,0.001170884,0.019861936,0.001932319,0,23,41,36,839,11.72083378,144.1666667,0.5325,0.552121389,0.998173841,0.999115411,0.241472246,0.57049699,-0.036528782,61.34107027
-97.7836,33.3784,267,69.93006525,0.003157349,0.208253509,0.771963723,0.005426694,0.000205557,0.008847156,0.002146011,0,24,47,29,842,17.6875,189,1.94,0.524129119,0.995189164,0.998139343,0.184426639,0.525691117,0.021638689,59.68329737
-97.7836,33.3784,267,69.93006525,0.003157349,0.208253509,0.771963723,0.005426694,0.000205557,0.008847156,0.002146011,0,24,47,29,842,17.6875,189,2.23,0.513127034,0.995359766,0.998196066,0.180602099,0.52470152,0.011862886,59.96190774
-97.7836,33.3784,267,69.93006525,0.003157349,0.208253509,0.771963723,0.005426694,0.000205557,0.008847156,0.002146011,0,24,47,29,842,17.6875,189,1.34,0.507647017,0.996108179,0.998474777,0.181767275,0.529932182,0.026986768,59.53087713
-4.913,43.307,341,70.63331969,0.0344251,0.449980624,0.49514159,0.000889871,6.45874E-05,0.004011597,0.01548663,0,19,37,44,848,11.74166679,137.5833333,0.894,0.397026404,0.997022468,0.998818901,0.158551926,0.534959345,-0.148253696,64.52523035
-4.468,43.22,565,49.76678109,0.001939822,0.530462396,0.465162227,0.001300399,0,0.001120786,1.43691E-05,0,23,41,36,850,11.72916698,143.6666667,0.8815,0.480216779,0.997850303,0.999048868,0.203567036,0.557810882,-0.078118387,62.52637402
-4.426,42.992,1235,70.70340764,0.042078315,0.293372755,0.635970289,0.009288238,7.21137E-05,0.011271364,0.007946924,0,23,41,36,863,8.32499981,171.4166667,1.3575,0.375561176,0.997763002,0.998953529,0.159819782,0.559807528,-0.070941267,62.32182612
-4.646,42.939,1353,166.4904387,0.032441769,0.190365033,0.697855765,0.014706839,0.001141858,0.045797168,0.017684341,7.22695E-06,19,37,44,874,7.7208333,178.5,1.105,0.365698897,0.997665637,0.998899209,0.160799399,0.564070654,-0.110747399,63.45630087
-4.955,43.141,1052,46.09275726,0.026202257,0.484893009,0.38816505,0.000504167,0.001267619,0.002059881,0.043538385,0.053369633,23,41,36,879,8.92083359,162.6666667,0.3345,0.380218051,0.997178334,0.998972663,0.158352189,0.545079267,-0.153737948,64.68153151
-4.908,43.146,1020,50.46523859,0.058755544,0.378963868,0.39801933,0.003199988,0.007880784,0.013009434,0.083098571,0.05707248,23,41,36,880,8.6875,162.6666667,0.3295,0.389811436,0.996949839,0.998754438,0.159954308,0.541760967,-0.147757684,64.51109399
-5.167,43.14,1146,5.719503372,0.017035395,0.644279072,0.318181164,0.000410231,0.000208714,0.000798872,0.018669123,0.000417428,19,37,44,881,9.4416666,154.3333333,0.33,0.449377238,0.996817604,0.998813936,0.172545903,0.523751164,-0.162040294,64.91814839
-96.584111,39.087379,371,7.084205969,0.034984575,0.08883173,0.809330241,0.000122484,0.000214348,0.012263739,0.054252884,0,23,39,38,893,12.40416622,177.5,0.67,0.501671132,0.995846572,0.998411498,0.174229265,0.508912066,-0.093308937,62.95930472
-96.584111,39.087379,371,7.084205969,0.034984575,0.08883173,0.809330241,0.000122484,0.000214348,0.012263739,0.054252884,0,23,39,38,893,12.40416622,177.5,0.81,0.470412577,0.995624499,0.998141822,0.162018609,0.502513045,-0.133302857,64.09913141
-4.123,43.18,370,78.19984002,0.001358686,0.664835915,0.329592754,0.000963301,0,0.003249344,0,0,23,41,36,895,12.73333359,140.5,0.471,0.514692014,0.997632661,0.998956472,0.20507465,0.540453857,-0.09086764,62.88972774
-4.204,43.231,318,23.87986605,0.000359164,0.776614085,0.221748125,0.000653679,0,0.000624946,0,0,23,41,36,896,12.54583359,142.9166667,0.697,0.511380748,0.997997277,0.999082892,0.22089434,0.566478835,-0.041490056,61.48246659
-85.353889,42.353333,258,163.575399,0.092460903,0.635094097,0.262365103,0,0.002347685,0.00672498,0.000992086,1.51464E-05,21,47,32,898,9.0041666,151.8333333,1.77,0.48505361,0.99728763,0.998831975,0.193072529,0.567588491,0.156359368,55.84375802
-85.353889,42.353333,258,163.575399,0.092460903,0.635094097,0.262365103,0,0.002347685,0.00672498,0.000992086,1.51464E-05,21,47,32,898,9.0041666,151.8333333,2.7,0.481017813,0.997312803,0.998920282,0.19114867,0.5673039,0.157192915,55.82000192
-85.353889,42.353333,258,163.575399,0.092460903,0.635094097,0.262365103,0,0.002347685,0.00672498,0.000992086,1.51464E-05,21,47,32,898,9.0041666,151.8333333,2.07,0.470459442,0.997425643,0.998709662,0.1888657,0.569101582,0.15251514,55.95331851
-119.0274,36.9608,2095,8.57361367,0.001251919,0.839124444,0.113255384,0.026258809,8.66108E-05,0.003031377,0.016991457,0,24,47,29,906,7.5958333,207.1666667,1.96,0.537178236,0.997251727,0.998554165,0.20430247,0.546139846,0.064409884,58.46431831
-119.0274,36.9608,2095,8.57361367,0.001251919,0.839124444,0.113255384,0.026258809,8.66108E-05,0.003031377,0.016991457,0,24,47,29,906,7.5958333,207.1666667,1.78,0.539897364,0.997081801,0.99855826,0.203899159,0.544697701,0.061968745,58.53389076
-119.0274,36.9608,2095,8.57361367,0.001251919,0.839124444,0.113255384,0.026258809,8.66108E-05,0.003031377,0.016991457,0,24,47,29,906,7.5958333,207.1666667,1.87,0.529074646,0.997500971,0.998806622,0.203383404,0.548313099,0.063102215,58.50158687
-119.02348,36.95521,2036,11.11521681,0.001299294,0.845580824,0.106589391,0.026584352,8.66196E-05,0.003047436,0.016812083,0,24,47,29,910,8.27499962,207.1666667,2.4,0.534185066,0.997798583,0.998907636,0.210554692,0.55812197,0.101701213,57.40151544
-119.02348,36.95521,2036,11.11521681,0.001299294,0.845580824,0.106589391,0.026584352,8.66196E-05,0.003047436,0.016812083,0,24,47,29,910,8.27499962,207.1666667,1.93,0.505585985,0.997674329,0.998504912,0.197576428,0.553644272,0.077327056,58.0961789
-119.02348,36.95521,2036,11.11521681,0.001299294,0.845580824,0.106589391,0.026584352,8.66196E-05,0.003047436,0.016812083,0,24,47,29,910,8.27499962,207.1666667,1.75,0.509317915,0.997644148,0.998340949,0.200818867,0.559952183,0.115811599,56.99936944
-119.1962,37.0525,1783,3.860400766,0.000117863,0.896783116,0.080367105,0.008336869,0,0.000565744,0.013829302,0,24,47,29,936,9.6208334,201.25,1.05,0.525865312,0.997035087,0.998658078,0.197301571,0.541616919,0.047740768,58.93938811
-119.1962,37.0525,1783,3.860400766,0.000117863,0.896783116,0.080367105,0.008336869,0,0.000565744,0.013829302,0,24,47,29,936,9.6208334,201.25,1.06,0.537655297,0.996594084,0.998312401,0.200640538,0.539283406,0.034102654,59.32807435
-119.1962,37.0525,1783,3.860400766,0.000117863,0.896783116,0.080367105,0.008336869,0,0.000565744,0.013829302,0,24,47,29,936,9.6208334,201.25,0.93,0.513977954,0.997173536,0.998777157,0.194095818,0.539630566,0.018735031,59.76605163
-4.861,43.072,1318,60.61725287,0.039639834,0.230750945,0.646807131,0.027221322,0.002290654,0.019319287,0.033603458,0.000367369,20,49,31,953,7.7166667,166.25,0.631,0.433330506,0.9973067,0.998899233,0.175487193,0.543765943,-0.101179015,63.18360194
-73.67,42.838,15,23184.68312,0.077116992,0.568978621,0.311395225,0,0.000775083,0.038438095,0.003295984,0,21,47,32,956,8.80000019,161.6666667,3.937,0.530851186,0.998016952,0.999119508,0.223828331,0.592024154,0.279152301,52.34415941
-88.32222,40.31056,219,0.428852498,0.813923936,0.04988195,0.106944674,0,0.00026317,0.008278569,0.020707701,0,24,35,41,958,10.64166641,161.1666667,2.9,0.369442228,0.997138326,0.999099141,0.145504016,0.561791961,0.122281326,56.8149822
-88.32222,40.31056,219,0.428852498,0.813923936,0.04988195,0.106944674,0,0.00026317,0.008278569,0.020707701,0,24,35,41,958,10.64166641,161.1666667,3.75,0.367596892,0.997288727,0.999139042,0.145773886,0.561460879,0.106514488,57.2643371
-88.32222,40.31056,219,0.428852498,0.813923936,0.04988195,0.106944674,0,0.00026317,0.008278569,0.020707701,0,24,35,41,958,10.64166641,161.1666667,2.49,0.366844527,0.997301443,0.999121659,0.145058306,0.556169291,0.06677678,58.39686176
-3.819,43.159,372,180.7473127,0.001546206,0.536699029,0.460668824,0.00021575,0,0.000870191,0,0,23,41,36,960,12.6916666,141.1666667,0.608,0.509595853,0.997675372,0.998970291,0.207421183,0.546986195,-0.081476548,62.62208161
-78.007269,40.610762,213,215.7484823,0.112825501,0.601758456,0.283231069,0,2.24484E-05,0.001189764,0.000972763,0,20,41,39,968,10.09166622,150.75,1.52,0.45546194,0.997111017,0.998839888,0.175349237,0.55115021,0.07842226,58.0649656
-78.007269,40.610762,213,215.7484823,0.112825501,0.601758456,0.283231069,0,2.24484E-05,0.001189764,0.000972763,0,20,41,39,968,10.09166622,150.75,1.18,0.458443827,0.997115494,0.998857209,0.176137316,0.551600514,0.084164095,57.90132328
-78.007269,40.610762,213,215.7484823,0.112825501,0.601758456,0.283231069,0,2.24484E-05,0.001189764,0.000972763,0,20,41,39,968,10.09166622,150.75,1.34,0.451831505,0.996766825,0.998544377,0.170569049,0.544808147,0.056455889,58.69100716
-73.524,42.926,104,116.1866422,0.216552915,0.450728232,0.327554297,0,0.00030724,0.00262617,0.002231147,0,21,47,32,971,7.98333359,162.4166667,2.955,0.490316928,0.998021809,0.999203529,0.209141078,0.592786129,0.258715297,52.92661403
-80.44511,37.210129,603,21.57240811,0.023162783,0.39813631,0.472958451,0,0.00141973,0.102369616,0.00195311,0,24,49,27,992,11.53333378,167.25,1.16,0.311512968,0.996945877,0.999152208,0.127579113,0.559721901,0.015843415,59.84846268
-80.44511,37.210129,603,21.57240811,0.023162783,0.39813631,0.472958451,0,0.00141973,0.102369616,0.00195311,0,24,49,27,992,11.53333378,167.25,2.37,0.318341147,0.997588249,0.99924209,0.131444386,0.562339555,0.025164657,59.58280729
-80.44511,37.210129,603,21.57240811,0.023162783,0.39813631,0.472958451,0,0.00141973,0.102369616,0.00195311,0,24,49,27,992,11.53333378,167.25,1.59,0.29689891,0.997326758,0.99927729,0.120820065,0.554370487,-0.015858247,60.75196005
-74.014,42.849,67,15108.71463,0.014124628,0.726696953,0.202472735,0,0.000207171,0.055899196,0.000599316,0,20,41,39,997,8.44999981,159.5,2.658,0.496202593,0.997949288,0.999145865,0.208493808,0.592883472,0.293886561,51.92423301
-74.77449,43.00875,101,5604.486826,0.155189514,0.400158694,0.430413413,0,0.000786123,0.010535519,0.002916737,0,21,47,32,1017,7.9041667,156.75,1.616,0.477354568,0.998415146,0.999362282,0.186473533,0.547657301,0.042290039,59.0947339
-74.62117,42.93081,100,8311.75275,0.184153313,0.306641583,0.484799684,0,0.000578293,0.021733561,0.002093566,0,21,47,32,1019,8.07083321,159.3333333,1.48,0.337873296,0.996792092,0.999061143,0.124702712,0.541534658,0.095118489,57.58912306
-122.92666,38.5086111,23,5724.147409,0.070996559,0.83255674,0.065349544,0.008902535,0.001180319,0.017735639,0.003278663,0,23,39,38,1026,14.05000019,212,1.84,0.508654627,0.997600057,0.99888921,0.201538696,0.563672318,0.133794511,56.48685645
-122.92666,38.5086111,23,5724.147409,0.070996559,0.83255674,0.065349544,0.008902535,0.001180319,0.017735639,0.003278663,0,23,39,38,1026,14.05000019,212,1.79,0.490805664,0.99719145,0.998368282,0.189992652,0.554248313,0.094184307,57.61574725
-122.92666,38.5086111,23,5724.147409,0.070996559,0.83255674,0.065349544,0.008902535,0.001180319,0.017735639,0.003278663,0,23,39,38,1026,14.05000019,212,1.77,0.489031873,0.997270575,0.998459059,0.190616541,0.55680822,0.102277785,57.38508314
-84.70277778,39.21611111,153,16610.44748,0.013026193,0.573316183,0.329833177,0,0.010835672,0.071515435,0.00147334,0,22,42,36,1055,11.8791666,162.6666667,0.45,0.297051147,0.996797308,0.996827735,0.111120278,0.540006684,0.02923735,59.46673552
-84.70277778,39.21611111,153,16610.44748,0.013026193,0.573316183,0.329833177,0,0.010835672,0.071515435,0.00147334,0,22,42,36,1055,11.8791666,162.6666667,2.3,0.295953543,0.996745292,0.99777861,0.110723674,0.539060192,0.019248427,59.75141983
-84.70277778,39.21611111,153,16610.44748,0.013026193,0.573316183,0.329833177,0,0.010835672,0.071515435,0.00147334,0,22,42,36,1055,11.8791666,162.6666667,1.62,0.286699056,0.996671837,0.99573932,0.107726655,0.538497909,0.007488821,60.08656861
-66.0357,50.27191,6,49341.64741,5.81043E-05,0.709694288,0.255783454,8.30062E-06,0.013687714,0.000996074,0.018228151,0.001543914,4,85,11,1073,1.26250005,126.75,1.29,0.406609199,0.996287014,0.998511416,0.159316812,0.539080191,-0.070572603,62.31131919
-66.0418,50.27284,7,49332.31374,5.53999E-05,0.725034427,0.241860171,7.91427E-06,0.013770834,0.000910141,0.016889058,0.001472055,4,85,11,1076,1.26250005,126.75,1.23,0.509519054,0.997997458,0.998485573,0.224868603,0.58457008,0.073933319,58.19290041
78.97038889,30.31725,752,2210.97522,0.097168762,0.662612266,0.019869985,0.210529467,0.0017877,0.002395005,0.005636815,0,47,22,31,1080,19.78333282,209.3333333,0.45,0.504453722,0.998511311,0.999431072,0.205301025,0.569022529,0.132161053,56.53341
78.97038889,30.31725,752,2210.97522,0.097168762,0.662612266,0.019869985,0.210529467,0.0017877,0.002395005,0.005636815,0,47,22,31,1080,19.78333282,209.3333333,0.45,0.488716354,0.998559354,0.999471655,0.196678477,0.557836813,0.05695623,58.67674744
78.97038889,30.31725,752,2210.97522,0.097168762,0.662612266,0.019869985,0.210529467,0.0017877,0.002395005,0.005636815,0,47,22,31,1080,19.78333282,209.3333333,0.25,0.457263568,0.997826562,0.999295682,0.172326293,0.534671113,-0.019249711,60.84861677
-66.0784,50.27151,30,77.77689749,4.15795E-05,0.753239733,0.221757148,6.92991E-06,0.01090075,0.000692991,0.013104461,0.000256407,4,85,11,1088,1.17916656,126.75,4.05,0.62238732,0.998652997,0.999220438,0.289738644,0.607460558,0.15058688,56.00827391
-66.0777,50.27142,27,77.7767503,4.15947E-05,0.751977483,0.222372425,6.93246E-06,0.011098864,0.000700178,0.013462832,0.00033969,4,85,11,1088,1.17916656,126.75,5.01,0.549808785,0.998272985,0.998980765,0.246178477,0.589524538,0.083456005,57.92150385
-70.916793,42.769456,16,3.809981204,0.005455521,0.717040784,0.250998096,0,0.002735113,0.023233757,0.000536729,0,13,49,38,1093,9.07916641,161.6666667,6.36,0.496842912,0.997657621,0.998995131,0.204778674,0.580575839,0.198969845,54.62935942
-70.916793,42.769456,16,3.809981204,0.005455521,0.717040784,0.250998096,0,0.002735113,0.023233757,0.000536729,0,13,49,38,1093,9.07916641,161.6666667,6.6,0.472266569,0.997674512,0.999015107,0.191405971,0.571649294,0.154252169,55.90381318
-70.916793,42.769456,16,3.809981204,0.005455521,0.717040784,0.250998096,0,0.002735113,0.023233757,0.000536729,0,13,49,38,1093,9.07916641,161.6666667,7.06,0.459868662,0.997727259,0.998996586,0.188359679,0.57604064,0.171432877,55.41416301
-3.697,43.285,246,159.028504,0.028398978,0.396336912,0.546671356,0.00448556,4.30614E-05,0.023827295,0.000236838,0,24,42,34,1097,12.89166641,136.8333333,0.579,0.432745878,0.997541526,0.999060754,0.179570806,0.545618247,-0.139399759,64.27289312
-66.6023,50.22595,73,194.5542534,0.000117074,0.670924689,0.231819394,1.95123E-05,0.083707862,0.001157731,0.012071623,0.000182115,4,85,11,1100,1.13333333,126.25,11.75,0.683979867,0.998714434,0.999175086,0.333698668,0.625585722,0.201059667,54.56979948
-67.1129,50.82059,470,34.44858869,0,0.923171233,0.062186217,1.55194E-05,0.013843301,3.10388E-05,4.65582E-05,0.000706132,4,85,11,1101,-1.49583328,117.5833333,5.74,0.559739811,0.998377577,0.998977216,0.251391076,0.592324013,0.102924588,57.36664925
-66.949,50.76233,451,69.60820339,0,0.948837817,0.031940069,0,0.017639629,0,0.000667838,0.000914647,4,85,11,1103,-1.45000005,119.6666667,4.77,0.534542495,0.998283679,0.998956214,0.242368228,0.595278833,0.103708074,57.34431989
-66.7806,50.75613,417,11.02054605,0,0.906269386,0.078339569,0,0.012485226,4.57095E-05,0.002683801,0.000176308,9,73,18,1103,-1.00833333,119.5833333,7.58,0.581639097,0.998403634,0.99906496,0.262262345,0.593419389,0.102757926,57.37139911
79.32944444,30.40136111,954,7368.512141,0.171717085,0.549294933,0.081150983,0.173629131,0.001638896,0.004694756,0.017874215,0,23,43,34,1105,18.64583397,198.0833333,0.45,0.464261496,0.99850567,0.999444665,0.188309621,0.555232344,0.016027174,59.84322553
79.32944444,30.40136111,954,7368.512141,0.171717085,0.549294933,0.081150983,0.173629131,0.001638896,0.004694756,0.017874215,0,23,43,34,1105,18.64583397,198.0833333,0.25,0.423754759,0.997886754,0.999329127,0.160886647,0.537045578,-0.013335928,60.68007393
79.32944444,30.40136111,954,7368.512141,0.171717085,0.549294933,0.081150983,0.173629131,0.001638896,0.004694756,0.017874215,0,23,43,34,1105,18.64583397,198.0833333,0.15,0.400472293,0.996778117,0.999077262,0.144384724,0.51276374,-0.126712675,63.91131124
-66.9732,50.76027,513,1.809218113,0,0.93918448,0.040598199,0,0.018780845,0,0.000490677,0.000945798,4,85,11,1107,-1.5916667,119.6666667,8.24,0.553371799,0.998279062,0.998953913,0.252067333,0.596181252,0.100696786,57.43014159
-66.9609,50.76064,467,3.876655143,0,0.946319732,0.033705049,0,0.01844252,0,0.000630269,0.00090243,4,85,11,1108,-1.51249993,119.6666667,3.97,0.577681251,0.998368932,0.999046636,0.25922277,0.591958481,0.100614861,57.43247646
